@relation 'testing1-weka.filters.unsupervised.attribute.Add-TNOM-NNewNominal-Lactivity,scenic-Clast'

@attribute text string
@attribute NewNominal {activity,scenic}

@data
'Just the way',?
'love to live',?
'place was nice',?
'life and a good',?
'amazing food',?
'place was nice',?
'life and a good',?
'food is quite expensive',?
'beautiful sandy beach',?
'Sri Lanka is famous',?
'fine beach with good ambience',?
'Nice food',?
'watch locals fish',?
'or just play',?
'swim in general',?
'Nice place to go',?
'beautiful sandy beach',?
'Sri Lanka is famous',?

'Sri Lanka is famous',?
'beautiful sandy beach',?
'Nice place to go',?
'swim in general',?
'or just play',?
'watch locals fish',?
'Nice food',?
'fine beach with good ambience',?
'Sri Lanka is famous',?
'beautiful sandy beach',?
'food is quite expensive',?
'life and a good',?
'place was nice',?
'amazing food',?
'life and a good',?
'place was nice',?
'love to live',?
'Just the way',?
'Walk in sit',?
'ground or walking',?
'nice place',?
'place to spend',?
'rocks and a lovely temple',?
'jump and play',?
'waves are brilliant',?
'sands were nice',?
'watch and jump',?
'waves were just brilliant',?
'water was warm',?
'just a few',?
'rocks and a lovely temple',?
'jump and play',?
'waves are brilliant',?
'Comfortable outside bars',?
'lot of driving',?
'perfect for lazy day',?
'Very nice virgin Beach',?
'Lots of water',?
'clean beach',?
'Clear sands',?
'worth walking',?
'Lovely quiet beach',?
'waves and lovely',?
'really is a',?
'dead coral',?
'lots of restaurants',?
'long walks',?
'perfect for swimming',?
'sea swimming',?
'lots of beach',?
'waves and lovely',?
'really is a',?
'nice view and',?
'first time',?
'good for swimming',?
'good restaurants',?
'waves are more pleasant',?
'dead coral',?
'lots of restaurants',?
'long walks',?
'perfect for swimming',?
'sea swimming',?
'lots of beach',?
'Great vibe from',?
'Most with restaurants',?
'Good choice of accommodation',?
'Life Guards In',?
'Great spacious safe',?
't swim',?
'waves are quite strong',?
'view is fantastic',?
'lots of cafes',?
'trip in Sri',?
'great way to finish',?
'good spots',?
'Lots of dishes',?
'good restaurants near',?
'good food',?
'see the sunset',?
'Nice place to go',?
'swim in general',?
'or just play',?
'watch locals fish',?
'lot of caution',?
'swimming is allowed',?
'beautiful and neat beach',?
'good to visit',?
'crowded trains',?
'friendly locals',?
'love the sea',?
'good time',?
'kids play',?
'see old colonel',?
'best beach in colombo',?
'lot of caution',?
'swimming is allowed',?
'beautiful and neat',?
'good to visit',?
'bad time',?
'great time on',?
'Nice view',?
'see sen set',?
'nice place to sit',?
'sun is setting',?
'see nice seen',?
'bit crowded',?
'very nice place to',?
'watch the lowering',?
'watch the kites',?
'see the vendors',?
'Walk the green',?
'lot of street',?
'Amazing sunset',?
'place to relax',?
'Soft white sand',?
'worth walking',?
'Lovely quiet beach',?
'Nice clean',?
'well as swimmers',?
'sands were nice',?
'watch and jump',?
'waves were just',?
'water was warm',?
'Best time',?
'place to relax',?
'Soft white sand',?
'perfect temperature',?
'just a few people',?
'Lovely quiet beach',?
'worth walking',?
'Clear sands',?
'clean beach',?
'Lots of water',?
'Very nice virgin Beach',?
'perfect for lazy day',?
'lot of driving',?
'Comfortable outside bars',?
'waves are brilliant',?
'jump and play',?
'rocks and a lovely temple',?
'just a few',?
'water was warm',?
'waves were just brilliant',?
'watch and jump',?
'sands were nice',?
'waves are brilliant',?
'jump and play',?
'rocks and a lovely temple',?
'place to spend',?
'nice place',?
'ground or walking',?
'Walk in sit',?
'Just the way',?
'love to live',?
'place was nice',?
'life and a good',?
'amazing food',?
'place was nice',?
'life and a good',?
'food is quite expensive',?
'beautiful sandy beach',?
'Sri Lanka is famous',?
'fine beach with good ambience',?
'Nice food',?
'watch locals fish',?
'or just play',?
'swim in general',?
'Nice place to go',?
'beautiful sandy beach',?
'Sri Lanka is famous',?
'love the sea',?
'friendly locals',?
'crowded trains',?
'best beach',?
'best time',?
'rock to see',?
'Love this beach',?
'nice white sand',?
'beautiful water',?
'Lots of cafes',?
'nice and quiet',?
'different story',?
'beautiful sandy beach',?
'Great spacious safe',?
'Life Guards In season',?
'Good choice of accommodation',?
'Most with restaurants',?
'Great vibe from',?
'best beach in',?
'best time',?
'rock to see',?
'Good vibe in',?
'good place',?
'sand was golden',?
'well as adults',?
'beautiful and fun',?
'perfect place for',?
'place is a huge',?
'place for children',?
'best beaches',?
'Perfect beach',?
'turtles and lots',?
'swim here',?
'best beaches in Sri',?
'water is amazing',?
'good place to',?
'sand was golden',?
'well as adults',?
'beautiful and fun',?
'perfect place for family',?
'place is a huge',?
'swim here',?
'just a few people',?
'perfect temperature',?
'Soft white sand',?
'place to relax',?
'Best time',?
'water was warm',?
'waves were just',?
'watch and jump',?
'sands were nice',?
'well as swimmers',?
'Nice clean',?
'Lovely quiet beach',?
'worth walking',?
'Soft white sand',?
'place to relax',?
'Amazing sunset',?
'lot of street',?
'Walk the green',?
'see the vendors',?
'watch the kites',?
'watch the lowering',?
'very nice place to',?
'bit crowded',?
'see nice seen',?
'sun is setting',?
'nice place to sit',?
'see sen set',?
'Nice view',?
'great time on',?
'bad time',?
'good to visit',?
'beautiful and neat',?
'swimming is allowed',?
'lot of caution',?
'best beach in colombo',?
'see old colonel',?
'kids play',?
'good time',?
'love the sea',?
'friendly locals',?
'crowded trains',?
'good to visit',?
'beautiful and neat beach',?
'swimming is allowed',?
'lot of caution',?
'watch locals fish',?
'or just play',?

'or just play',?
'watch locals fish',?
'lot of caution',?
'swimming is allowed',?
'beautiful and neat beach',?
'good to visit',?
'crowded trains',?
'friendly locals',?
'love the sea',?
'good time',?
'kids play',?
'see old colonel',?
'best beach in colombo',?
'lot of caution',?
'swimming is allowed',?
'beautiful and neat',?
'good to visit',?
'bad time',?
'great time on',?
'Nice view',?
'see sen set',?
'nice place to sit',?
'sun is setting',?
'see nice seen',?
'bit crowded',?
'very nice place to',?
'watch the lowering',?
'watch the kites',?
'see the vendors',?
'Walk the green',?
'lot of street',?
'Amazing sunset',?
'place to relax',?
'Soft white sand',?
'worth walking',?
'Lovely quiet beach',?
'Nice clean',?
'well as swimmers',?
'sands were nice',?
'watch and jump',?
'waves were just',?
'water was warm',?
'Best time',?
'place to relax',?
'Soft white sand',?
'perfect temperature',?
'just a few people',?
'swim here',?
'place is a huge',?
'perfect place for family',?
'beautiful and fun',?
'well as adults',?
'sand was golden',?
'good place to',?
'water is amazing',?
'best beaches in Sri',?
'swim here',?
'turtles and lots',?
'Perfect beach',?
'best beaches',?
'place for children',?
'place is a huge',?
'perfect place for',?
'beautiful and fun',?
'well as adults',?
'sand was golden',?
'good place',?
'Good vibe in',?
'rock to see',?
'best time',?
'best beach in',?
'Great vibe from',?
'Most with restaurants',?
'Good choice of accommodation',?
'Life Guards In season',?
'Great spacious safe',?
'beautiful sandy beach',?
'different story',?
'nice and quiet',?
'Lots of cafes',?
'beautiful water',?
'nice white sand',?
'Love this beach',?
'rock to see',?
'best time',?
'best beach',?
'crowded trains',?
'friendly locals',?
'love the sea',?
'Sri Lanka is famous',?
'beautiful sandy beach',?
'Nice place to go',?
'swim in general',?
'or just play',?
'watch locals fish',?
'Nice food',?
'fine beach with good ambience',?
'Sri Lanka is famous',?
'beautiful sandy beach',?
'food is quite expensive',?
'life and a good',?
'place was nice',?
'amazing food',?
'life and a good',?
'place was nice',?
'love to live',?
'Just the way',?
'Walk in sit',?
'ground or walking',?
'nice place',?
'place to spend',?
'rocks and a lovely temple',?
'jump and play',?
'waves are brilliant',?
'sands were nice',?
'watch and jump',?
'waves were just brilliant',?
'water was warm',?
'just a few',?
'rocks and a lovely temple',?
'jump and play',?
'waves are brilliant',?
'Comfortable outside bars',?
'lot of driving',?
'perfect for lazy day',?
'Very nice virgin Beach',?
'Lots of water',?
'clean beach',?
'Clear sands',?
'worth walking',?
'Lovely quiet beach',?
'just a few people',?
'perfect temperature',?
'Soft white sand',?
'place to relax',?
'Best time',?
'water was warm',?
'waves were just',?
'watch and jump',?
'sands were nice',?
'well as swimmers',?
'Nice clean',?
'Lovely quiet beach',?
'worth walking',?
'Soft white sand',?
'place to relax',?
'Amazing sunset',?
'lot of street',?
'Walk the green',?
'see the vendors',?
'watch the kites',?
'watch the lowering',?
'very nice place to',?
'bit crowded',?
'see nice seen',?
'sun is setting',?
'nice place to sit',?
'see sen set',?
'Nice view',?
'great time on',?
'bad time',?
'good to visit',?
'beautiful and neat',?
'swimming is allowed',?
'lot of caution',?
'best beach in colombo',?
'see old colonel',?
'kids play',?
'good time',?
'love the sea',?
'friendly locals',?
'crowded trains',?
'good to visit',?
'beautiful and neat beach',?
'swimming is allowed',?
'lot of caution',?
'watch locals fish',?
'or just play',?
'swim in general',?
'Nice place to go',?
'see the sunset',?
'good food',?
'good restaurants near',?
'Lots of dishes',?
'good spots',?
'great way to finish',?
'trip in Sri',?
'lots of cafes',?
'view is fantastic',?
'waves are quite strong',?
't swim',?
'Great spacious safe',?
'Life Guards In',?
'Good choice of accommodation',?
'Most with restaurants',?
'Great vibe from',?
'lots of beach',?
'sea swimming',?
'perfect for swimming',?
'long walks',?
'lots of restaurants',?
'dead coral',?
'waves are more pleasant',?
'good restaurants',?
'good for swimming',?
'first time',?
'nice view and',?
'really is a',?
'waves and lovely',?
'lots of beach',?
'sea swimming',?
'perfect for swimming',?
'long walks',?
'lots of restaurants',?
'dead coral',?
'really is a',?
'waves and lovely',?
'Lovely quiet beach',?
'worth walking',?
'Clear sands',?
'clean beach',?
'Lots of water',?
'Very nice virgin Beach',?
'perfect for lazy day',?
'lot of driving',?
'Comfortable outside bars',?
'waves are brilliant',?
'jump and play',?
'rocks and a lovely temple',?
'just a few',?
'water was warm',?
'waves were just brilliant',?
'watch and jump',?
'sands were nice',?
'waves are brilliant',?
'jump and play',?
'rocks and a lovely temple',?
'place to spend',?
'nice place',?
'ground or walking',?
'Walk in sit',?
'Just the way',?
'love to live',?
'place was nice',?
'life and a good',?
'amazing food',?
'place was nice',?
'life and a good',?
'food is quite expensive',?
'beautiful sandy beach',?
'Sri Lanka is famous',?
'fine beach with good ambience',?
'Nice food',?
'watch locals fish',?
'or just play',?
'swim in general',?
'Nice place to go',?
'beautiful sandy beach',?
'Sri Lanka is famous',?
'love the sea',?
'friendly locals',?
'crowded trains',?

'crowded trains',?
'friendly locals',?
'love the sea',?
'Sri Lanka is famous',?
'beautiful sandy beach',?
'Nice place to go',?
'swim in general',?
'or just play',?
'watch locals fish',?
'Nice food',?
'fine beach with good ambience',?
'Sri Lanka is famous',?
'beautiful sandy beach',?
'food is quite expensive',?
'life and a good',?
'place was nice',?
'amazing food',?
'life and a good',?
'place was nice',?
'love to live',?
'Just the way',?
'Walk in sit',?
'ground or walking',?
'nice place',?
'place to spend',?
'rocks and a lovely temple',?
'jump and play',?
'waves are brilliant',?
'sands were nice',?
'watch and jump',?
'waves were just brilliant',?
'water was warm',?
'just a few',?
'rocks and a lovely temple',?
'jump and play',?
'waves are brilliant',?
'Comfortable outside bars',?
'lot of driving',?
'perfect for lazy day',?
'Very nice virgin Beach',?
'Lots of water',?
'clean beach',?
'Clear sands',?
'worth walking',?
'Lovely quiet beach',?
'waves and lovely',?
'really is a',?
'dead coral',?
'lots of restaurants',?
'long walks',?
'perfect for swimming',?
'sea swimming',?
'lots of beach',?
'waves and lovely',?
'really is a',?
'nice view and',?
'first time',?
'good for swimming',?
'good restaurants',?
'waves are more pleasant',?
'dead coral',?
'lots of restaurants',?
'long walks',?
'perfect for swimming',?
'sea swimming',?
'lots of beach',?
'Great vibe from',?
'Most with restaurants',?
'Good choice of accommodation',?
'Life Guards In',?
'Great spacious safe',?
't swim',?
'waves are quite strong',?
'view is fantastic',?
'lots of cafes',?
'trip in Sri',?
'great way to finish',?
'good spots',?
'Lots of dishes',?
'good restaurants near',?
'good food',?
'see the sunset',?
'Nice place to go',?
'swim in general',?
'or just play',?
'watch locals fish',?
'lot of caution',?
'swimming is allowed',?
'beautiful and neat beach',?
'good to visit',?
'crowded trains',?
'friendly locals',?
'love the sea',?
'good time',?
'kids play',?
'see old colonel',?
'best beach in colombo',?
'lot of caution',?
'swimming is allowed',?
'beautiful and neat',?
'good to visit',?
'bad time',?
'great time on',?
'Nice view',?
'see sen set',?
'nice place to sit',?
'sun is setting',?
'see nice seen',?
'bit crowded',?
'very nice place to',?
'watch the lowering',?
'watch the kites',?
'see the vendors',?
'Walk the green',?
'lot of street',?
'Amazing sunset',?
'place to relax',?
'Soft white sand',?
'worth walking',?
'Lovely quiet beach',?
'Nice clean',?
'well as swimmers',?
'sands were nice',?
'watch and jump',?
'waves were just',?
'water was warm',?
'Best time',?
'place to relax',?
'Soft white sand',?
'perfect temperature',?
'just a few people',?
'Lovely quiet beach',?
'worth walking',?
'Clear sands',?
'clean beach',?
'Lots of water',?
'Very nice virgin Beach',?
'perfect for lazy day',?
'lot of driving',?
'Comfortable outside bars',?
'waves are brilliant',?
'jump and play',?
'rocks and a lovely temple',?
'just a few',?
'water was warm',?
'waves were just brilliant',?
'watch and jump',?
'sands were nice',?
'waves are brilliant',?
'jump and play',?
'rocks and a lovely temple',?
'place to spend',?
'nice place',?
'ground or walking',?
'Walk in sit',?
'Just the way',?
'love to live',?
'place was nice',?
'life and a good',?
'amazing food',?
'place was nice',?
'life and a good',?
'food is quite expensive',?
'beautiful sandy beach',?
'Sri Lanka is famous',?
'fine beach with good ambience',?
'Nice food',?
'watch locals fish',?
'or just play',?
'swim in general',?
'Nice place to go',?
'beautiful sandy beach',?
'Sri Lanka is famous',?
'love the sea',?
'friendly locals',?
'crowded trains',?
'best beach',?
'best time',?
'rock to see',?
'Love this beach',?
'nice white sand',?
'beautiful water',?
'Lots of cafes',?
'nice and quiet',?
'different story',?
'beautiful sandy beach',?
'Great spacious safe',?
'Life Guards In season',?
'Good choice of accommodation',?
'Most with restaurants',?
'Great vibe from',?
'best beach in',?
'best time',?
'rock to see',?
'Good vibe in',?
'good place',?
'sand was golden',?
'well as adults',?
'beautiful and fun',?
'perfect place for',?
'place is a huge',?
'place for children',?
'best beaches',?
'Perfect beach',?
'turtles and lots',?
'swim here',?
'best beaches in Sri',?
'water is amazing',?
'good place to',?
'sand was golden',?
'well as adults',?
'beautiful and fun',?
'perfect place for family',?
'place is a huge',?
'swim here',?
'just a few people',?
'perfect temperature',?
'Soft white sand',?
'place to relax',?
'Best time',?
'water was warm',?
'waves were just',?
'watch and jump',?
'sands were nice',?
'well as swimmers',?
'Nice clean',?
'Lovely quiet beach',?
'worth walking',?
'Soft white sand',?
'place to relax',?
'Amazing sunset',?
'lot of street',?
'Walk the green',?
'see the vendors',?
'watch the kites',?
'watch the lowering',?
'very nice place to',?
'bit crowded',?
'see nice seen',?
'sun is setting',?
'nice place to sit',?
'see sen set',?
'Nice view',?
'great time on',?
'bad time',?
'good to visit',?
'beautiful and neat',?
'swimming is allowed',?
'lot of caution',?
'best beach in colombo',?
'see old colonel',?
'kids play',?
'good time',?
'love the sea',?
'friendly locals',?
'crowded trains',?
'good to visit',?
'beautiful and neat beach',?
'swimming is allowed',?
'lot of caution',?
'watch locals fish',?
'or just play',?
'swim in general',?
'Nice place to go',?
'see the sunset',?
'good food',?

'good food',?
'see the sunset',?
'Nice place to go',?
'swim in general',?
'or just play',?
'watch locals fish',?
'lot of caution',?
'swimming is allowed',?
'beautiful and neat beach',?
'good to visit',?
'crowded trains',?
'friendly locals',?
'love the sea',?
'good time',?
'kids play',?
'see old colonel',?
'best beach in colombo',?
'lot of caution',?
'swimming is allowed',?
'beautiful and neat',?
'good to visit',?
'bad time',?
'great time on',?
'Nice view',?
'see sen set',?
'nice place to sit',?
'sun is setting',?
'see nice seen',?
'bit crowded',?
'very nice place to',?
'watch the lowering',?
'watch the kites',?
'see the vendors',?
'Walk the green',?
'lot of street',?
'Amazing sunset',?
'place to relax',?
'Soft white sand',?
'worth walking',?
'Lovely quiet beach',?
'Nice clean',?
'well as swimmers',?
'sands were nice',?
'watch and jump',?
'waves were just',?
'water was warm',?
'Best time',?
'place to relax',?
'Soft white sand',?
'perfect temperature',?
'just a few people',?
'swim here',?
'place is a huge',?
'perfect place for family',?
'beautiful and fun',?
'well as adults',?
'sand was golden',?
'good place to',?
'water is amazing',?
'best beaches in Sri',?
'swim here',?
'turtles and lots',?
'Perfect beach',?
'best beaches',?
'place for children',?
'place is a huge',?
'perfect place for',?
'beautiful and fun',?
'well as adults',?
'sand was golden',?
'good place',?
'Good vibe in',?
'rock to see',?
'best time',?
'best beach in',?
'Great vibe from',?
'Most with restaurants',?
'Good choice of accommodation',?
'Life Guards In season',?
'Great spacious safe',?
'beautiful sandy beach',?
'different story',?
'nice and quiet',?
'Lots of cafes',?
'beautiful water',?
'nice white sand',?
'Love this beach',?
'rock to see',?
'best time',?
'best beach',?
'crowded trains',?
'friendly locals',?
'love the sea',?
'Sri Lanka is famous',?
'beautiful sandy beach',?
'Nice place to go',?
'swim in general',?
'or just play',?
'watch locals fish',?
'Nice food',?
'fine beach with good ambience',?
'Sri Lanka is famous',?
'beautiful sandy beach',?
'food is quite expensive',?
'life and a good',?
'place was nice',?
'amazing food',?
'life and a good',?
'place was nice',?
'love to live',?
'Just the way',?
'Walk in sit',?
'ground or walking',?
'nice place',?
'place to spend',?
'rocks and a lovely temple',?
'jump and play',?
'waves are brilliant',?
'sands were nice',?
'watch and jump',?
'waves were just brilliant',?
'water was warm',?
'just a few',?
'rocks and a lovely temple',?
'jump and play',?
'waves are brilliant',?
'Comfortable outside bars',?
'lot of driving',?
'perfect for lazy day',?
'Very nice virgin Beach',?
'Lots of water',?
'clean beach',?
'Clear sands',?
'worth walking',?
'Lovely quiet beach',?
'just a few people',?
'perfect temperature',?
'Soft white sand',?
'place to relax',?
'Best time',?
'water was warm',?
'waves were just',?
'watch and jump',?
'sands were nice',?
'well as swimmers',?
'Nice clean',?
'Lovely quiet beach',?
'worth walking',?
'Soft white sand',?
'place to relax',?
'Amazing sunset',?
'lot of street',?
'Walk the green',?
'see the vendors',?
'watch the kites',?
'watch the lowering',?
'very nice place to',?
'bit crowded',?
'see nice seen',?
'sun is setting',?
'nice place to sit',?
'see sen set',?
'Nice view',?
'great time on',?
'bad time',?
'good to visit',?
'beautiful and neat',?
'swimming is allowed',?
'lot of caution',?
'best beach in colombo',?
'see old colonel',?
'kids play',?
'good time',?
'love the sea',?
'friendly locals',?
'crowded trains',?
'good to visit',?
'beautiful and neat beach',?
'swimming is allowed',?
'lot of caution',?
'watch locals fish',?
'or just play',?
'swim in general',?
'Nice place to go',?
'see the sunset',?
'good food',?
'good restaurants near',?
'Lots of dishes',?
'good spots',?
'great way to finish',?
'trip in Sri',?
'lots of cafes',?
'view is fantastic',?
'waves are quite strong',?
't swim',?
'Great spacious safe',?
'Life Guards In',?
'Good choice of accommodation',?
'Most with restaurants',?
'Great vibe from',?
'lots of beach',?
'sea swimming',?
'perfect for swimming',?
'long walks',?
'lots of restaurants',?
'dead coral',?
'waves are more pleasant',?
'good restaurants',?
'good for swimming',?
'first time',?
'nice view and',?
'really is a',?
'waves and lovely',?
'lots of beach',?
'sea swimming',?
'perfect for swimming',?
'long walks',?
'lots of restaurants',?
'dead coral',?
'really is a',?
'waves and lovely',?
'Lovely quiet beach',?
'worth walking',?
'Clear sands',?
'clean beach',?
'Lots of water',?
'Very nice virgin Beach',?
'perfect for lazy day',?
'lot of driving',?
'Comfortable outside bars',?
'waves are brilliant',?
'jump and play',?
'rocks and a lovely temple',?
'just a few',?
'water was warm',?
'waves were just brilliant',?
'watch and jump',?
'sands were nice',?
'waves are brilliant',?
'jump and play',?
'rocks and a lovely temple',?
'place to spend',?
'nice place',?
'ground or walking',?
'Walk in sit',?
'Just the way',?
'love to live',?
'place was nice',?
'life and a good',?
'amazing food',?
'place was nice',?
'life and a good',?
'food is quite expensive',?
'beautiful sandy beach',?
'Sri Lanka is famous',?
'fine beach with good ambience',?
'Nice food',?
'watch locals fish',?
'or just play',?
'swim in general',?
'Nice place to go',?
'beautiful sandy beach',?
'Sri Lanka is famous',?
'love the sea',?
'friendly locals',?
'crowded trains',?

'crowded trains',?
'friendly locals',?
'love the sea',?
'Sri Lanka is famous',?
'beautiful sandy beach',?
'Nice place to go',?
'swim in general',?
'or just play',?
'watch locals fish',?
'Nice food',?
'fine beach with good ambience',?
'Sri Lanka is famous',?
'beautiful sandy beach',?
'food is quite expensive',?
'life and a good',?
'place was nice',?
'amazing food',?
'life and a good',?
'place was nice',?
'love to live',?
'Just the way',?
'Walk in sit',?
'ground or walking',?
'nice place',?
'place to spend',?
'rocks and a lovely temple',?
'jump and play',?
'waves are brilliant',?
'sands were nice',?
'watch and jump',?
'waves were just brilliant',?
'water was warm',?
'just a few',?
'rocks and a lovely temple',?
'jump and play',?
'waves are brilliant',?
'Comfortable outside bars',?
'lot of driving',?
'perfect for lazy day',?
'Very nice virgin Beach',?
'Lots of water',?
'clean beach',?
'Clear sands',?
'worth walking',?
'Lovely quiet beach',?
'waves and lovely',?
'really is a',?
'dead coral',?
'lots of restaurants',?
'long walks',?
'perfect for swimming',?
'sea swimming',?
'lots of beach',?
'waves and lovely',?
'really is a',?
'nice view and',?
'first time',?
'good for swimming',?
'good restaurants',?
'waves are more pleasant',?
'dead coral',?
'lots of restaurants',?
'long walks',?
'perfect for swimming',?
'sea swimming',?
'lots of beach',?
'Great vibe from',?
'Most with restaurants',?
'Good choice of accommodation',?
'Life Guards In',?
'Great spacious safe',?
't swim',?
'waves are quite strong',?
'view is fantastic',?
'lots of cafes',?
'trip in Sri',?
'great way to finish',?
'good spots',?
'Lots of dishes',?
'good restaurants near',?
'good food',?
'see the sunset',?
'Nice place to go',?
'swim in general',?
'or just play',?
'watch locals fish',?
'lot of caution',?
'swimming is allowed',?
'beautiful and neat beach',?
'good to visit',?
'crowded trains',?
'friendly locals',?
'love the sea',?
'good time',?
'kids play',?
'see old colonel',?
'best beach in colombo',?
'lot of caution',?
'swimming is allowed',?
'beautiful and neat',?
'good to visit',?
'bad time',?
'great time on',?
'Nice view',?
'see sen set',?
'nice place to sit',?
'sun is setting',?
'see nice seen',?
'bit crowded',?
'very nice place to',?
'watch the lowering',?
'watch the kites',?
'see the vendors',?
'Walk the green',?
'lot of street',?
'Amazing sunset',?
'place to relax',?
'Soft white sand',?
'worth walking',?
'Lovely quiet beach',?
'Nice clean',?
'well as swimmers',?
'sands were nice',?
'watch and jump',?
'waves were just',?
'water was warm',?
'Best time',?
'place to relax',?
'Soft white sand',?
'perfect temperature',?
'just a few people',?
'Lovely quiet beach',?
'worth walking',?
'Clear sands',?
'clean beach',?
'Lots of water',?
'Very nice virgin Beach',?
'perfect for lazy day',?
'lot of driving',?
'Comfortable outside bars',?
'waves are brilliant',?
'jump and play',?
'rocks and a lovely temple',?
'just a few',?
'water was warm',?
'waves were just brilliant',?
'watch and jump',?
'sands were nice',?
'waves are brilliant',?
'jump and play',?
'rocks and a lovely temple',?
'place to spend',?
'nice place',?
'ground or walking',?
'Walk in sit',?
'Just the way',?
'love to live',?
'place was nice',?
'life and a good',?
'amazing food',?
'place was nice',?
'life and a good',?
'food is quite expensive',?
'beautiful sandy beach',?
'Sri Lanka is famous',?
'fine beach with good ambience',?
'Nice food',?
'watch locals fish',?
'or just play',?
'swim in general',?
'Nice place to go',?
'beautiful sandy beach',?
'Sri Lanka is famous',?
'love the sea',?
'friendly locals',?
'crowded trains',?
'best beach',?
'best time',?
'rock to see',?
'Love this beach',?
'nice white sand',?
'beautiful water',?
'Lots of cafes',?
'nice and quiet',?
'different story',?
'beautiful sandy beach',?
'Great spacious safe',?
'Life Guards In season',?
'Good choice of accommodation',?
'Most with restaurants',?
'Great vibe from',?
'best beach in',?
'best time',?
'rock to see',?
'Good vibe in',?
'good place',?
'sand was golden',?
'well as adults',?
'beautiful and fun',?
'perfect place for',?
'place is a huge',?
'place for children',?
'best beaches',?
'Perfect beach',?
'turtles and lots',?
'swim here',?
'best beaches in Sri',?
'water is amazing',?
'good place to',?
'sand was golden',?
'well as adults',?
'beautiful and fun',?
'perfect place for family',?
'place is a huge',?
'swim here',?
'just a few people',?
'perfect temperature',?
'Soft white sand',?
'place to relax',?
'Best time',?
'water was warm',?
'waves were just',?
'watch and jump',?
'sands were nice',?
'well as swimmers',?
'Nice clean',?
'Lovely quiet beach',?
'worth walking',?
'Soft white sand',?
'place to relax',?
'Amazing sunset',?
'lot of street',?
'Walk the green',?
'see the vendors',?
'watch the kites',?
'watch the lowering',?
'very nice place to',?
'bit crowded',?
'see nice seen',?
'sun is setting',?
'nice place to sit',?
'see sen set',?
'Nice view',?
'great time on',?
'bad time',?
'good to visit',?
'beautiful and neat',?
'swimming is allowed',?
'lot of caution',?
'best beach in colombo',?
'see old colonel',?
'kids play',?
'good time',?
'love the sea',?
'friendly locals',?
'crowded trains',?
'good to visit',?
'beautiful and neat beach',?
'swimming is allowed',?
'lot of caution',?
'watch locals fish',?
'or just play',?
'swim in general',?
'Nice place to go',?
'see the sunset',?
'good food',?
'good restaurants near',?

'good restaurants near',?
'good food',?
'see the sunset',?
'Nice place to go',?
'swim in general',?
'or just play',?
'watch locals fish',?
'lot of caution',?
'swimming is allowed',?
'beautiful and neat beach',?
'good to visit',?
'crowded trains',?
'friendly locals',?
'love the sea',?
'good time',?
'kids play',?
'see old colonel',?
'best beach in colombo',?
'lot of caution',?
'swimming is allowed',?
'beautiful and neat',?
'good to visit',?
'bad time',?
'great time on',?
'Nice view',?
'see sen set',?
'nice place to sit',?
'sun is setting',?
'see nice seen',?
'bit crowded',?
'very nice place to',?
'watch the lowering',?
'watch the kites',?
'see the vendors',?
'Walk the green',?
'lot of street',?
'Amazing sunset',?
'place to relax',?
'Soft white sand',?
'worth walking',?
'Lovely quiet beach',?
'Nice clean',?
'well as swimmers',?
'sands were nice',?
'watch and jump',?
'waves were just',?
'water was warm',?
'Best time',?
'place to relax',?
'Soft white sand',?
'perfect temperature',?
'just a few people',?
'swim here',?
'place is a huge',?
'perfect place for family',?
'beautiful and fun',?
'well as adults',?
'sand was golden',?
'good place to',?
'water is amazing',?
'best beaches in Sri',?
'swim here',?
'turtles and lots',?
'Perfect beach',?
'best beaches',?
'place for children',?
'place is a huge',?
'perfect place for',?
'beautiful and fun',?
'well as adults',?
'sand was golden',?
'good place',?
'Good vibe in',?
'rock to see',?
'best time',?
'best beach in',?
'Great vibe from',?
'Most with restaurants',?
'Good choice of accommodation',?
'Life Guards In season',?
'Great spacious safe',?
'beautiful sandy beach',?
'different story',?
'nice and quiet',?
'Lots of cafes',?
'beautiful water',?
'nice white sand',?
'Love this beach',?
'rock to see',?
'best time',?
'best beach',?
'crowded trains',?
'friendly locals',?
'love the sea',?
'Sri Lanka is famous',?
'beautiful sandy beach',?
'Nice place to go',?
'swim in general',?
'or just play',?
'watch locals fish',?
'Nice food',?
'fine beach with good ambience',?
'Sri Lanka is famous',?
'beautiful sandy beach',?
'food is quite expensive',?
'life and a good',?
'place was nice',?
'amazing food',?
'life and a good',?
'place was nice',?
'love to live',?
'Just the way',?
'Walk in sit',?
'ground or walking',?
'nice place',?
'place to spend',?
'rocks and a lovely temple',?
'jump and play',?
'waves are brilliant',?
'sands were nice',?
'watch and jump',?
'waves were just brilliant',?
'water was warm',?
'just a few',?
'rocks and a lovely temple',?
'jump and play',?
'waves are brilliant',?
'Comfortable outside bars',?
'lot of driving',?
'perfect for lazy day',?
'Very nice virgin Beach',?
'Lots of water',?
'clean beach',?
'Clear sands',?
'worth walking',?
'Lovely quiet beach',?
'just a few people',?
'perfect temperature',?
'Soft white sand',?
'place to relax',?
'Best time',?
'water was warm',?
'waves were just',?
'watch and jump',?
'sands were nice',?
'well as swimmers',?
'Nice clean',?
'Lovely quiet beach',?
'worth walking',?
'Soft white sand',?
'place to relax',?
'Amazing sunset',?
'lot of street',?
'Walk the green',?
'see the vendors',?
'watch the kites',?
